,objectid,sheet_code,cd_no,sheet_name,sheet_namt,edition,year,map250k,hotmap50k,hotmap250k,sheet_id,sheet_no,shape_length,shape_area,extent,geometry,zone,url
794,795,4922-I,16,Amphoe Langu,อําเภอละงู,4-RTSD,2529,NB47-7,4922i.img,NB47-7.img,798,49221,110514.959124015,763347153.416677,"99.74688209290568,6.752171564336613,99.99685332929194,7.00215568569268",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A49221&bbox=99.74688209290568,6.752171564336613,99.99685332929194,7.00215568569268"
795,796,5022-IV,17,Ban Khuan Don,บ้านควนโดน,2-RTSD,2530,NB47-7,5022iv.img,NB47-7.img,799,50224,110523.309588533,763462513.88186,"99.99685168458491,6.752173170892606,100.24682299573962,7.002157366827351",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A50224&bbox=99.99685168458491,6.752173170892606,100.24682299573962,7.002157366827351"
796,797,5022-I,17,Ban Khlong Ngae,บ้านคลองแงะ,4-RTSD,2530,NB47-7,5022i.img,NB47-7.img,800,50221,110533.749604577,763606753.463054,"100.2468213349285,6.752174792209395,100.49679272310074,7.002159063700948",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A50221&bbox=100.2468213349285,6.752174792209395,100.49679272310074,7.002159063700948"
797,798,5122-IV,17,Ban Chana,บ้านจะนะ,2-RTSD,2530,NB47-8,5122iv.img,NB47-8.img,801,51224,110546.279512621,763779885.043426,"100.49679104658482,6.752176428747,100.74676251126027,7.002160776731798",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A51224&bbox=100.49679104658482,6.752176428747,100.74676251126027,7.002160776731798"
798,799,5122-I,17,Amphoe Thepha,อําเภอเทพา,2-RTSD,2530,NB47-8,5122i.img,NB47-8.img,802,51221,110560.900860417,763981939.832951,"100.74676081917971,6.752178081453682,100.99673236115457,7.002162506378749",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A51221&bbox=100.74676081917971,6.752178081453682,100.99673236115457,7.002162506378749"
799,800,5222-IV,17,Amphoe Nong Chik,อําเภอหนองจิก,2-RTSD,2530,NB47-8,5222iv.img,NB47-8.img,803,52224,110577.614904688,764212946.669924,"100.99673065341668,6.752179749031532,101.2467022734539,7.002164251317924",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A52224&bbox=100.99673065341668,6.752179749031532,101.2467022734539,7.002164251317924"
800,801,5222-I,17,Changwat Pattani,จังหวัดปัตตานี,3-RTSD,2530,NB47-8,5222i.img,NB47-8.img,804,52221,110596.42311048,764472938.924191,"101.24670054973765,6.752181432442896,101.49667224812138,7.0021660129393455",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A52221&bbox=101.24670054973765,6.752181432442896,101.49667224812138,7.0021660129393455"
801,802,5322-IV,18,Ban Khok Krabu,บ้านคอกกระบือ,4-RTSD,2530,NB47-8,5322iv.img,NB47-8.img,805,53224,110617.327548976,764761960.003895,"101.49667050882141,6.7521831312754745,101.74664228669779,7.002167789900239",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A53224&bbox=101.49667050882141,6.7521831312754745,101.74664228669779,7.002167789900239"
802,803,4922-III,16,Ko Taru Tao,เกาะตะรุเตา,2-RTSD,2530,NB47-7,4922iii.img,NB47-7.img,806,49223,110536.507667,763644942.686135,"99.49691417480265,6.502187513392702,99.74688529034118,6.752171564336613",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A49223&bbox=99.49691417480265,6.502187513392702,99.74688529034118,6.752171564336613"
803,804,4922-II,16,Ban Jae Bilung,บ้านเจ๊ะบิลัง,3-RTSD,2530,NB47-7,4922ii.img,NB47-7.img,807,49222,110542.778100816,763731583.91128,"99.74688372264742,6.502189045196908,99.99685491289019,6.752173170892606",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A49222&bbox=99.74688372264742,6.502189045196908,99.99685491289019,6.752173170892606"
804,805,5022-III,17,Changwat Satun,จังหวัดสตูล,2-RTSD,2530,NB47-7,5022iii.img,NB47-7.img,808,50223,110551.139613507,763847126.101247,"99.99685332929194,6.502190592174615,100.24682459449512,6.752174792209395",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A50223&bbox=99.99685332929194,6.502190592174615,100.24682459449512,6.752174792209395"
805,806,5022-II,17,Amphoe Sadao,อําเภอสะเดา,3-RTSD,2530,NB47-7,5022ii.img,NB47-7.img,809,50222,110561.593036066,763991587.296753,"100.24682299573962,6.502192153076106,100.4967943369754,6.752176428747",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A50222&bbox=100.24682299573962,6.502192153076106,100.4967943369754,6.752176428747"
806,807,5122-III,17,Amphoe Na Thawi,อําเภอนาทวี,2-RTSD,2529,NB47-8,5122iii.img,NB47-8.img,810,51223,110574.139205351,764164987.264139,"100.49679272310074,6.50219373028548,100.74676414089826,6.752178081453682",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A51223&bbox=100.49679272310074,6.50219373028548,100.74676414089826,6.752178081453682"
807,808,5122-II,17,Amphoe Saba Yoi,อําเภอสะบ้าย้อย,2-RTSD,2530,NB47-8,5122ii.img,NB47-8.img,811,51222,110588.77946615,764367354.440058,"100.74676251126027,6.502195321675765,100.99673400607075,6.752179749031532",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A51222&bbox=100.74676251126027,6.502195321675765,100.99673400607075,6.752179749031532"
808,809,5222-III,17,Amphoe Khok Pho,อําเภอโคกโพธิ์,2-RTSD,2530,NB47-8,5222iii.img,NB47-8.img,812,52223,110605.515071322,764598717.642367,"100.99673236115457,6.502196927830498,101.24670393291233,6.752181432442896",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A52223&bbox=100.99673236115457,6.502196927830498,101.24670393291233,6.752181432442896"
809,810,5222-II,17,Changwat Yala,จังหวัดยะลา,3-RTSD,2530,NB47-8,5222ii.img,NB47-8.img,813,52222,110624.347780006,764859114.345508,"101.2467022734539,6.5021985493082735,101.49667392291795,6.7521831312754745",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A52222&bbox=101.2467022734539,6.5021985493082735,101.49667392291795,6.7521831312754745"
810,811,5322-III,18,Amphoe Sai Buri,อําเภอสายบุรี,2-RTSD,2512,NB47-8,5322iii.img,NB47-8.img,814,53223,110645.279260941,765148582.440964,"101.49667224812138,6.5022001848109126,101.74664397643868,6.752184844612033",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A53223&bbox=101.49667224812138,6.5022001848109126,101.74664397643868,6.752184844612033"
811,812,4822-II,16,Ban Ko A Dang,บ้านเกาะอาดัง,2-RTSD,2529,NB47-7,4822ii.img,NB47-7.img,816,48222,110540.132703728,763695034.720681,"99.13029075985895,6.41885766263729,99.3802617525714,6.668841607922532",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A48222&bbox=99.13029075985895,6.41885766263729,99.3802617525714,6.668841607922532"
812,813,5021-IV,17,Ban Ko Yao,บ้านเกาะยาว,3-RTSD,2529,NB47-7,5021iv.img,NB47-7.img,817,50214,110577.943520223,764217550.076274,"99.99685491289019,6.252207950228498,100.24682613182833,6.502192153076106",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A50214&bbox=99.99685491289019,6.252207950228498,100.24682613182833,6.502192153076106"
813,814,5121-IV,17,Ban Prakop Tok,บ้านประกอบตก,3-RTSD,2529,NB47-8,5121iv.img,NB47-8.img,818,51214,110600.971823853,764535885.23549,"100.4967943369754,6.252210968181369,100.74676570698188,6.502195321675765",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A51214&bbox=100.4967943369754,6.252210968181369,100.74676570698188,6.502195321675765"
814,815,5121-I,17,Ban Ba Ho,บ้านบาโหย,3-RTSD,2530,NB47-8,5121i.img,NB47-8.img,819,51211,110615.630334908,764738553.856072,"100.74676414089826,6.252212498587824,100.99673558664904,6.502196927830498",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A51211&bbox=100.74676414089826,6.252212498587824,100.99673558664904,6.502196927830498"
815,816,5221-IV,17,Amphoe Yaha,อําเภอยะหา,2-RTSD,2530,NB47-8,5221iv.img,NB47-8.img,820,52214,110632.386816546,764970261.924446,"100.99673400607075,6.252214043121259,101.24670552892478,6.5021985493082735",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A52214&bbox=100.99673400607075,6.252214043121259,101.24670552892478,6.5021985493082735"
816,817,5221-I,17,Amphoe Raman,อําเภอรามัน,1-RTSD,2511,NB47-8,5221i.img,NB47-8.img,821,52211,110651.242921645,765231045.485501,"101.24670393291233,6.252215602855658,101.49667553365916,6.5022001848109126",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A52211&bbox=101.24670393291233,6.252215602855658,101.49667553365916,6.5022001848109126"
817,818,5321-IV,18,Amphoe Rangae,อําเภอระแงะ,1-RTSD,2512,NB47-8,5321iv.img,NB47-8.img,822,53214,110672.200315869,765520942.427999,"101.49667392291795,6.252217175641329,101.74664560135159,6.5022018356896005",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A53214&bbox=101.49667392291795,6.252217175641329,101.74664560135159,6.5022018356896005"
818,819,5321-I,18,Changwat Narathiwat,จังหวัดนราธิวาส,2-RTSD,2512,NB47-8,5321i.img,NB47-8.img,823,53211,110695.261165985,765839999.24679,"101.74664397643868,6.252218764212482,101.99661573266529,6.502203502302797",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A53211&bbox=101.74664397643868,6.252218764212482,101.99661573266529,6.502203502302797"
819,820,5421-IV,18,Amphoe Tak Bai,อําเภอตากใบ,1-RTSD,2512,NB48-5,5421iv.img,NB48-5.img,824,54214,110720.427750964,766188265.67363,"101.99661409313866,6.252220365317792,102.24658592895753,6.502205182163567",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A54214&bbox=101.99661409313866,6.252220365317792,102.24658592895753,6.502205182163567"
820,821,5221-III,17,King Amphoe Than To,กิ่งอําเภอธารโต,4-RTSD,2530,NB47-8,5221iii.img,NB47-8.img,825,52213,110658.229550836,765327572.144572,"100.99673558664904,6.00223109629908,101.24670706061833,6.252215602855658",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A52213&bbox=100.99673558664904,6.00223109629908,101.24670706061833,6.252215602855658"
821,822,5221-II,17,Ban Bang Lang,บ้านบางลาง,2-RTSD,2527,NB47-8,5221ii.img,NB47-8.img,826,52212,110677.108246657,765588729.114148,"101.24670552892478,6.002232593284765,101.49667707901604,6.252217175641329",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A52212&bbox=101.24670552892478,6.002232593284765,101.49667707901604,6.252217175641329"
822,823,5321-III,18,Amphoe Si Sakhon,อําเภอศรีสาคร,2-RTSD,2527,NB47-8,5321iii.img,NB47-8.img,827,53213,110698.090825126,765879042.254567,"101.49667553365916,6.002234104211039,101.74664716056208,6.252218764212482",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A53213&bbox=101.49667553365916,6.002234104211039,101.74664716056208,6.252218764212482"
823,824,5321-II,18,Amphoe Sungai Kolok,อําเภอสุไหง-โกลก,3-RTSD,2525,NB47-8,5321ii.img,NB47-8.img,828,53212,110721.179348285,766198556.658372,"101.74664560135159,6.002235628699773,101.99661730649302,6.252220365317792",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A53212&bbox=101.74664560135159,6.002235628699773,101.99661730649302,6.252220365317792"
824,825,5421-III,18,Ban Ko Sathon,บ้านเกาะสะท้อน,2-RTSD,2517,NB48-5,5421iii.img,NB48-5.img,829,54213,110746.37588954,766547319.262634,"101.99661573266529,6.002237167145838,102.24658751596355,6.252221982340313",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A54213&bbox=101.99661573266529,6.002237167145838,102.24658751596355,6.252221982340313"
825,826,5220-IV,17,Amphoe Betong,อําเภอเบตง,3-RTSD,2530,NB47-12,5220iv.img,NB47-12.img,830,52204,110683.042983303,765670645.030586,"100.99673710520541,5.752248086217964,101.24670852905656,6.002232593284765",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A52204&bbox=100.99673710520541,5.752248086217964,101.24670852905656,6.002232593284765"
826,827,5220-I,17,Khao Han Kut,เขาฮันกูส,1-RTSD,2529,NB47-12,5220i.img,NB47-12.img,831,52201,110701.943468627,765932162.007923,"101.24670706061833,5.75224952183964,101.49667856130182,6.002234104211039",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A52201&bbox=101.24670706061833,5.75224952183964,101.49667856130182,6.002234104211039"
827,828,5320-IV,18,Ban To Mo,บ้านโต๊ะโม๊ะ,2-RTSD,2527,NB47-12,5320iv.img,NB47-12.img,832,53204,110722.950207059,766222874.599637,"101.49667707901604,5.752250969281959,101.74664865586828,6.002235628699773",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A53204&bbox=101.49667707901604,5.752250969281959,101.74664865586828,6.002235628699773"
828,829,5320-I,18,Amphoe Waeng,อําเภอแว้ง,2-RTSD,2527,NB47-12,5320i.img,NB47-12.img,833,53201,110746.065457466,766542830.661111,"101.74664716056208,5.752252430502696,101.99661881498609,6.002237167145838",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A53201&bbox=101.74664716056208,5.752252430502696,101.99661881498609,6.002237167145838"
